Name,Rolls,Current Substation (from Rolls),record_id,Width Average (mm)
CFT97 - R53739: X - PO-8310,R53739: CFT97,Material Prep,recxSUAoLvu4tLRRb,1726.7
CFT97 - R53766: X - PO-8310,R53766: CFT97,Material Prep,recfuWn96aKbF0oIC,1723.3
CFT97 - R54257: X - PO-8310,R54257: CFT97,Material Prep,reca4fZomEVNrayCy,1720.0
CFT97 - R53772: X - PO-8310,R53772: CFT97,Material Prep,reco943ikTsE3hsiy,1726.7
CFT97 - R53780: X - PO-8310,R53780: CFT97,Material Prep,recaqsDRnsRZsBJ8B,1716.7
CFT97 - R53767: X - PO-8310,R53767: CFT97,Material Prep,rech3gkFupFVXT9ae,1730.0
CFT97 - R53753: X - PO-8310,R53753: CFT97,Material Prep,recg3Obb5uKZ7ZOkw,1720.0
CFT97 - R53744: X - PO-8310,R53744: CFT97,Material Prep,recitMpi0GQdeoY4u,1676.7
CFT97 - R54256: X - PO-8310,R54256: CFT97,Scour: Wash,recN8qSF65NXPJMqK,1720.0
CFT97 - R54261: X - PO-8310,R54261: CFT97,Material Prep,reczmn9xRRuFOd72t,1696.7
CFT97 - R54260: X - PO-8310,R54260: CFT97,Material Prep,recy7OSOeuDV67fwh,1710.0
CFT97 - R54258: X - PO-8310,R54258: CFT97,Scour: Wash,recUZeN4gtIRgLcwe,1686.7
CFT97 - R54255: X - PO-8310,R54255: CFT97,Scour: Wash,rec0ZlWVWoYJhbQI2,1730.0
CFT97 - R54254: X - PO-8310,R54254: CFT97,Scour: Wash,recwxCVu80NNgvfoq,1710.0
CFT97 - R54253: X - PO-8310,R54253: CFT97,Scour: Wash,recf5mdFB3btvhq4j,1730.0
CFT97 - R53755: X - PO-8310,R53755: CFT97,Material Prep,recgUgDuItfLYu7eJ,1716.7
CFT97 - R54264: X - PO-8310,R54264: CFT97,Material Prep,rec71BhV1RQYkWMVw,1720.0
CFT97 - R53757: X - PO-8310,R53757: CFT97,Material Prep,recEt8UQYQ6elYtr7,1736.7
CFT97 - R53759: X - PO-8310,R53759: CFT97,Material Prep,rec4QoO52N8DPwyF3,1720.0
CFT97 - R54265: X - PO-8310,R54265: CFT97,Scour: Wash,recwZiI5Mi0Gj8HQZ,1736.7
CFT97 - R53778: X - PO-8310,R53778: CFT97,Material Prep,recn6885Y9FgP8JvP,1723.3
CFT97 - R54263: X - PO-8310,R54263: CFT97,Material Prep,recS2wTM8NojWJmzN,1720.0
CFT97 - R53750: X - PO-8310,R53750: CFT97,Material Prep,reczYdjTtCMzBuX26,1746.7
CFT97 - R53790: X - PO-8310,R53790: CFT97,Material Prep,reckBpUlHgPMdS7hT,1743.3
CFT97 - R53789: X - PO-8310,R53789: CFT97,Material Prep,recWGhI5IkWghSRRZ,1733.3
CFT97 - R54266: X - PO-8310,R54266: CFT97,Material Prep,reczVly58t7qcXVgz,1736.7
CFT97 - R53754: X - PO-8310,R53754: CFT97,Material Prep,rectYynQ4Swn1YvEs,1713.3
CFT97 - R54267: X - PO-8310,R54267: CFT97,Material Prep,recgh5u2mJWMLSXQq,1720.0
CFT97 - R53746: X - PO-8310,R53746: CFT97,Material Prep,recSRRbKzAlu5XqpH,1740.0
CFT97 - R54269: X - PO-8310,R54269: CFT97,Material Prep,recgilGnJjFF5sdmR,1733.3
CFT97 - R53758: X - PO-8310,R53758: CFT97,Material Prep,recXO2lTslkGU4Z2y,1723.3
CFT97 - R53787: X - PO-8310,R53787: CFT97,Material Prep,recP80XL8EpUBrdvD,1710.0
CFT97 - R54270: X - PO-8310,R54270: CFT97,Material Prep,recS1Gqe7gc4ERxMh,1713.3
CFT97 - R53747: X - PO-8310,R53747: CFT97,Material Prep,recxxlXgd6ZQSCiJ6,1733.3
CFT97 - R53751: X - PO-8310,R53751: CFT97,Material Prep,recSCreI6uFrwXlMH,1723.3
CFT97 - R53764: X - PO-8310,R53764: CFT97,Material Prep,rechZv8BX5ws2aK5x,1716.7
CFT97 - R54271: X - PO-8310,R54271: CFT97,Material Prep,recdV0wMIZWBu0U9E,1723.3
CFT97 - R53762: X - PO-8310,R53762: CFT97,Material Prep,rec64HQvpvWIPEpKB,1716.7
CFT97 - R54272: X - PO-8310,R54272: CFT97,Material Prep,rect3ojfwOB4882Rg,1720.0
CFT97 - R53745: X - PO-8310,R53745: CFT97,Material Prep,recvNqPhoc9XGcKFl,1726.7
CFT97 - R53819: X - PO-8310,R53819: CFT97,Material Prep,recViWP6kgLzBbH7O,1706.7
CFT97 - R54273: X - PO-8310,R54273: CFT97,Material Prep,recPAzOr7kZc2VzTY,1703.3
CFT97 - R54274: X - PO-8310,R54274: CFT97,Scour: Wash,recKiUQJkqZZlQD5Q,1680.0
CFT97 - R53792: X - PO-8310,R53792: CFT97,Material Prep,recfRA1zognrCgFZ2,1716.7
CFT97 - R54275: X - PO-8310,R54275: CFT97,Material Prep,recoFtsD2OHvZokJg,1720.0
CFT97 - R53796: X - PO-8310,R53796: CFT97,Material Prep,recKPMRcYk6J0aglw,1713.3
CFT97 - R53741: X - PO-8310,R53741: CFT97,Material Prep,recleBOYMcXkEbFQ8,6920.0
CFT97 - R54276: X - PO-8310,R54276: CFT97,Material Prep,recSpmNPTBsYgCPpo,1730.0
CFT97 - R53797: X - PO-8310,R53797: CFT97,Material Prep,recMmOlHkbHxs52iQ,1716.7
CFT97 - R53794: X - PO-8310,R53794: CFT97,Material Prep,recZ2bkN1PE2COUrF,1723.3
CFT97 - R53801: X - PO-8310,R53801: CFT97,Material Prep,recuKSQ6kmmZn6R9k,1713.3
CFT97 - R54277: X - PO-8310,R54277: CFT97,Material Prep,rec0oCxEnaJVf9wqR,1720.0
CFT97 - R53798: X - PO-8310,R53798: CFT97,Material Prep,recpZTShUhQ8pPdr7,1710.0
CFT97 - R53769: X - PO-8310,R53769: CFT97,Material Prep,reclleelC8xnJbhzl,1716.7
CFT97 - R54278: X - PO-8310,R54278: CFT97,Material Prep,reciJ3V2naKyFZcVz,1730.0
CFT97 - R53760: X - PO-8310,R53760: CFT97,Material Prep,recBh3KCiCFedXlXV,1725.0
CFT97 - R54279: X - PO-8310,R54279: CFT97,Material Prep,reciqTPbjQlZhrWtB,1726.7
CFT97 - R53799: X - PO-8310,R53799: CFT97,Material Prep,recTQ2bt4OvReBLlK,1710.0
CFT97 - R53738: X - PO-8310,R53738: CFT97,Material Prep,recrAzYq48I4GsJxj,1716.7
CFT97 - R54280: X - PO-8310,R54280: CFT97,Material Prep,rechAgkBHh7KIemsj,1716.7
CFT97 - R53815: X - PO-8310,R53815: CFT97,Material Prep,recDwx3aLag4BAs2g,1706.7
CFT97 - R54281: X - PO-8310,R54281: CFT97,Scour: Wash,recvjZSiiCo5N2Y1O,1730.0
CFT97 - R53749: X - PO-8310,R53749: CFT97,Material Prep,reccKPHZycoDTjke5,1716.7
CFT97 - R54282: X - PO-8310,R54282: CFT97,Scour: Wash,recPA7cQ7L8MXtIvc,1740.0
CFT97 - R53770: X - PO-8310,R53770: CFT97,Material Prep,recfmXPZS4N05SRez,1720.0
CFT97 - R54283: X - PO-8310,R54283: CFT97,,recNntbKCz0XuaihK,1710.0
CFT97 - R53784: X - PO-8310,R53784: CFT97,Material Prep,recuJTbIxAivdq5iO,1743.3
CFT97 - R54284: X - PO-8310,R54284: CFT97,Material Prep,rec8BlQWB5BXl26vl,1736.7
CFT97 - R53763: X - PO-8310,R53763: CFT97,Material Prep,recFeVKNEBSUdwXTz,1706.7
CFT97 - R53771: X - PO-8310,R53771: CFT97,Material Prep,reciMqjytcdAQHz2n,1730.0
CFT97 - R53818: X - PO-8310,R53818: CFT97,Material Prep,recDb9exEPjmM9vUg,1696.7
CFT97 - R54285: X - PO-8310,R54285: CFT97,Scour: Wash,recyGDPipHV6MXPv2,1693.3
CFT97 - R53779: X - PO-8310,R53779: CFT97,Material Prep,recOakthBUrMJRyRG,1713.3
CFT97 - R53807: X - PO-8310,R53807: CFT97,Material Prep,recz2VBc9t1RNvCyr,1713.3
CFT97 - R54286: X - PO-8310,R54286: CFT97,Material Prep,reciF8b4TPWN8rI3E,1730.0
CFT97 - R53793: X - PO-8310,R53793: CFT97,Material Prep,recgO6YzcI6IVr4gl,1710.0
CFT97 - R53814: X - PO-8310,R53814: CFT97,Material Prep,recUV2hQ8CCY2ZLp0,1716.7
CFT97 - R53782: X - PO-8310,R53782: CFT97,Material Prep,rec5NYtEztOKGcD5u,1706.7
CFT97 - R53785: X - PO-8310,R53785: CFT97,Material Prep,recRxaKrFPF55ymGA,1716.7
CFT97 - R53800: X - PO-8310,R53800: CFT97,Material Prep,recoQkUwyTRQWTYEE,1680.0
CFT97 - R54288: X - PO-8310,R54288: CFT97,Material Prep,recnfBiTDchkn6e79,1713.3
CFT97 - R53809: X - PO-8310,R53809: CFT97,Material Prep,recw3eN50oGNMlraw,1710.0
CFT97 - R53820: X - PO-8310,R53820: CFT97,Material Prep,recaL7Az0SuRDUhMZ,1713.3
CFT97 - R53817: X - PO-8310,R53817: CFT97,Material Prep,recGoVlgtXNv1bOtO,1716.7
CFT97 - R53768: X - PO-8310,R53768: CFT97,Scour: Wash,recLzlBmgU63yoPxr,1703.3
CFT97 - R54289: X - PO-8310,R54289: CFT97,Scour: Wash,reclNYSnqfSRfuyYD,1730.0
CFT97 - R53808: X - PO-8310,R53808: CFT97,Material Prep,recOYrZuDiwI4TLFY,1726.7
CFT97 - R53748: X - PO-8310,R53748: CFT97,Material Prep,recHkub48rHJE0ZPq,1713.3
CFT97 - R54290: X - PO-8310,R54290: CFT97,Scour: Wash,recDM1YTjUFUzruLo,1730.0
CFT97 - R53810: X - PO-8310,R53810: CFT97,Material Prep,recwi96AQSiRYNY9i,1713.3
CFT97 - R53743: X - PO-8310,R53743: CFT97,Material Prep,rec6T9P8uCDjkl6LV,1730.0
CFT97 - R53811: X - PO-8310,R53811: CFT97,Material Prep,recpSpt7QI4A0cn0g,1710.0
CFT97 - R53816: X - PO-8310,R53816: CFT97,Material Prep,recw59uyGVuvwU07g,1720.0
CFT97 - R53805: X - PO-8310,R53805: CFT97,Material Prep,recxCq0GcnAG6ff2w,1710.0
CFT97 - R53765: X - PO-8310,R53765: CFT97,Material Prep,recEPDCwClfxkDY2O,1723.3
CFT97 - R54292: X - PO-8310,R54292: CFT97,Scour: Wash,recHLCRKYS8PQJztN,1700.0
CFT97 - R53742: X - PO-8310,R53742: CFT97,Material Prep,recLBsszL7e6r6ZnC,1700.0
CFT97 - R54294: X - PO-8310,R54294: CFT97,Scour: Wash,recm2kTeBXMFCLI37,1713.3
CFT97 - R53802: X - PO-8310,R53802: CFT97,Material Prep,recqJL8rfUHIh4u1p,1716.7
CFT97 - R53783: X - PO-8310,R53783: CFT97,Material Prep,recnXePRiFPS1yGOE,1723.3
CFT97 - R53756: X - PO-8310,R53756: CFT97,Material Prep,rec5QeFyWSvK6Ltix,1723.3
CFT97 - R53806: X - PO-8310,R53806: CFT97,Material Prep,recR3Rpxw2V9uuGmZ,1710.0
CFT97 - R53803: X - PO-8310,R53803: CFT97,Material Prep,recK1j6AFP3XwnUpE,1723.3
CFT97 - R53791: X - PO-8310,R53791: CFT97,Scour: Wash,reckN5oo2NNds7IWp,1710.0
CFT97 - R54296: X - PO-8310,R54296: CFT97,Scour: Wash,recYW2iuCM5Pqx4KJ,1720.0
CFT97 - R54297: X - PO-8310,R54297: CFT97,Scour: Wash,recxhQeVtNMpuya6v,1710.0
CFT97 - R53804: X - PO-8310,R53804: CFT97,Material Prep,recYWnfN23qm7ENMV,1716.7
CFT97 - R53740: X - PO-8310,R53740: CFT97,Material Prep,rec6DCJYB1rE8cKrR,1720.0
CFT97 - R53761: X - PO-8310,R53761: CFT97,Scour: Wash,recklEan5NrpysIRO,1726.7
CFT97 - R54298: X - PO-8310,R54298: CFT97,Scour: Wash,rec7rNgyirrRXmSFB,1726.7
CFT97 - R53777: X - PO-8310,R53777: CFT97,Material Prep,recjP4wNblhgCVFhO,1716.7
CFT97 - R53774: X - PO-8310,R53774: CFT97,Material Prep,recpEWr3KO51sP54x,1713.3
CFT97 - R53812: X - PO-8310,R53812: CFT97,Material Prep,recUGSeHYHPHVAixp,1706.7
CFT97 - R53795: X - PO-8310,R53795: CFT97,Material Prep,recuJy5jrTUltz1d0,1743.3
CFT97 - R53813: X - PO-8310,R53813: CFT97,Material Prep,recmaxMf6Mvo7y4BT,1713.3
CFT97 - R53775: X - PO-8310,R53775: CFT97,Material Prep,recKY5FsSTiNbhbQO,1720.0
CFT97 - R53776: X - PO-8310,R53776: CFT97,Material Prep,reccHG8vKabucjFbv,1716.7
CFT97 - R54293: X - PO-8310,R54293: CFT97,Scour: Wash,recJRj821GW1jeC1x,1720.0
CFT97 - R54291: X - PO-8310,R54291: CFT97,Scour: Wash,recOLNtkmBqwASyBq,1710.0
CFT97 - R54299: X - PO-8310,R54299: CFT97,Scour: Wash,recJjlZxbywugVBbx,1750.0
CFT97 - R54300: X - PO-8310,R54300: CFT97,Scour: Wash,recJ3Komm2H68eR9W,1720.0
CFT97 - R54301: X - PO-8310,R54301: CFT97,Scour: Wash,recA0tjYblabzmUlA,1720.0
CFT97 - R53773: X - PO-8310,R53773: CFT97,Material Prep,rectBoakHMCoHcqfP,1734.0
CFT97 - R53786: X - PO-8310,R53786: CFT97,Material Prep,rec1Q8iiweCPmRV4u,1420.0
CFT97 - R53755: X - PO-8310,R53755: CFT97,Material Prep,recWCCiBAEjRV2WRG,1420.0
CFT97 - R53796: X - PO-8310,R53796: CFT97,Material Prep,recXCMrU9ABDp9t9d,1393.3
CFT97 - R54275: X - PO-8310,R54275: CFT97,Material Prep,recMmBEHRHs5vNcoy,1410.0
CFT97 - R53792: X - PO-8310,R53792: CFT97,Material Prep,recDZkwbG9wxU4J9T,1390.0
CFT97 - R53819: X - PO-8310,R53819: CFT97,Material Prep,recW6egnU5M397DJu,1400.0
CFT97 - R53812: X - PO-8310,R53812: CFT97,Material Prep,recuL2vzOA6fzxF9m,1720.0
CFT97 - R53746: X - PO-8310,R53746: CFT97,Material Prep,recYKFS9MFsaoGcUy,1380.0
CFT97 - R54283: X - PO-8310,R54283: CFT97,,recSaq7nBic0pZGLk,1730.0
CFT97 - R54273: X - PO-8310,R54273: CFT97,Material Prep,recghirOSZBYYOJ8v,1415.0
CFT97 - R54262: X - PO-8310,R54262: CFT97,Scour: Wash,recuWVcTIOV7dDmMT,1710.0
CFT97 - R53745: X - PO-8310,R53745: CFT97,Material Prep,reciMCz2tEiv7uLzS,1413.3
CFT97 - R54266: X - PO-8310,R54266: CFT97,Material Prep,recUaPJ5OxfmJmAqG,1400.0
CFT97 - R54267: X - PO-8310,R54267: CFT97,Material Prep,recocCMyxd9tAqovP,1390.0
CFT97 - R54287: X - PO-8310,R54287: CFT97,Material Prep,recQzshCAENr3UlQO,1400.0
CFT97 - R54264: X - PO-8310,R54264: CFT97,Material Prep,rec1bbmea4mJS1tZo,1423.3
CFT97 - R54286: X - PO-8310,R54286: CFT97,Material Prep,recBzre0A55wwUBeT,1423.3
CFT97 - R54263: X - PO-8310,R54263: CFT97,Material Prep,rec9MsS04J2VxQGhp,1423.3
CFT97 - R54288: X - PO-8310,R54288: CFT97,Material Prep,recvWmV0RXDRsCK32,1403.3
CFT97 - R54268: X - PO-8310,R54268: CFT97,Scour: Wash,recHdMh90OrXx2WOJ,1750.0
CFT97 - R54295: X - PO-8310,R54295: CFT97,Scour: Wash,recGzZ5kNmF5yg1H1,1710.0
CFT97 - R53767: X - PO-8310,R53767: CFT97,Material Prep,recbaM8eBobftTd6P,1403.3
CFT97 - R53772: X - PO-8310,R53772: CFT97,Material Prep,recDiw555AL95veMr,1400.0
CFT97 - R53739: X - PO-8310,R53739: CFT97,Material Prep,recnYtP3syR46rAuY,1356.7
CFT97 - R53766: X - PO-8310,R53766: CFT97,Material Prep,recVVKqfUL83syohO,1393.3
CFT97 - R54257: X - PO-8310,R54257: CFT97,Material Prep,recpbR0jyEz4U69hX,1383.3
CFT97 - R53744: X - PO-8310,R53744: CFT97,Material Prep,rec00npohdCbWx67l,1373.3
CFT97 - R53757: X - PO-8310,R53757: CFT97,Material Prep,reciKsciqlAn6GKC7,1400.0
CFT97 - R53807: X - PO-8310,R53807: CFT97,Material Prep,recTrqeA2QJEC4dSC,1416.7
CFT97 - R53779: X - PO-8310,R53779: CFT97,Material Prep,recFINGuQaOy3Fyyd,1360.0
CFT97 - R53759: X - PO-8310,R53759: CFT97,Material Prep,recueBuLdSUmx4CnK,1393.3
CFT97 - R53778: X - PO-8310,R53778: CFT97,Material Prep,recjfI3q8jJ50Lpqc,1380.0
CFT97 - R53820: X - PO-8310,R53820: CFT97,Material Prep,recopEsAhVh1082Yu,1376.7
CFT97 - R53817: X - PO-8310,R53817: CFT97,Material Prep,recI3kAKpEPAc9hYv,1390.0
CFT97 - R53809: X - PO-8310,R53809: CFT97,Material Prep,recNx7axtE22GM6Hi,1373.3
CFT97 - R53785: X - PO-8310,R53785: CFT97,Material Prep,recUT7emQ4sKUgoxa,1380.0
CFT97 - R53800: X - PO-8310,R53800: CFT97,Material Prep,recuyeoPVqzyUhqpx,1360.0
CFT97 - R53782: X - PO-8310,R53782: CFT97,Material Prep,rec4pjzLOMIwA3HPx,1350.0
CFT97 - R53814: X - PO-8310,R53814: CFT97,Material Prep,recDcafQjrdJCPx5U,1350.0
CFT97 - R53760: X - PO-8310,R53760: CFT97,Material Prep,recKg0xbOZNeWUWH6,1450.0
CFT97 - R54278: X - PO-8310,R54278: CFT97,Material Prep,rec7pDFAX7JLeYxP3,1400.0
CFT97 - R54279: X - PO-8310,R54279: CFT97,Material Prep,recXRucchl4zQchHM,1440.0
CFT97 - R53794: X - PO-8310,R53794: CFT97,Material Prep,recAe7g2ZyyMTAgc3,1376.7
CFT97 - R53801: X - PO-8310,R53801: CFT97,Material Prep,rec7FLR71WPMxcDfd,1420.0
CFT97 - R53789: X - PO-8310,R53789: CFT97,Material Prep,recCcHMu6ZHKS0zph,1470.0
CFT97 - R53750: X - PO-8310,R53750: CFT97,Material Prep,recmwXNlAlWOYU9b0,1443.3
CFT97 - R53790: X - PO-8310,R53790: CFT97,Material Prep,recYvpRo4ukrf1kwk,1380.0
CFT97 - R53771: X - PO-8310,R53771: CFT97,Material Prep,recGfaSfOo67x2gg3,1396.7
CFT97 - R54277: X - PO-8310,R54277: CFT97,Material Prep,recWxdlaJeYnJ6823,1400.0
CFT97 - R53770: X - PO-8310,R53770: CFT97,Material Prep,recgGTc7bXO7Hxaaq,1396.7
CFT97 - R53738: X - PO-8310,R53738: CFT97,Material Prep,recBBNRCu2qQkBCOS,1420.0
CFT97 - R53784: X - PO-8310,R53784: CFT97,Material Prep,recQdLtDTdFZOnqMb,1410.0
CFT97 - R53780: X - PO-8310,R53780: CFT97,Material Prep,recFGQ7DGIumoy1Qh,1423.3
CFT97 - R53741: X - PO-8310,R53741: CFT97,Material Prep,recih29UmEGftJVoY,1426.7
CFT97 - R53753: X - PO-8310,R53753: CFT97,Material Prep,recrwWzuAWPydbpLB,1453.3
CFT97 - R54260: X - PO-8310,R54260: CFT97,Material Prep,recahm9GwC8bA6LNI,1443.3
CFT97 - R54284: X - PO-8310,R54284: CFT97,Material Prep,rec3Gav4pfBqpVRci,1450.0
CFT97 - R54261: X - PO-8310,R54261: CFT97,Material Prep,recZNhi2N1N3NfDpg,1433.3
CFT97 - R53788: X - PO-8310,R53788: CFT97,Material Prep,recXs7bhz8g1ZewMM,1390.0
CFT97 - R53799: X - PO-8310,R53799: CFT97,Material Prep,recETXzLMwSfKX68u,1423.3
CFT97 - R53798: X - PO-8310,R53798: CFT97,Material Prep,rec42GyR0y2nLEpIX,1406.7
CFT97 - R53749: X - PO-8310,R53749: CFT97,Material Prep,reck5eV9xTDt2GGD3,1416.7
CFT97 - R53818: X - PO-8310,R53818: CFT97,Material Prep,recCvXKEi2Nnl93sM,1446.7
CFT97 - R53763: X - PO-8310,R53763: CFT97,Material Prep,reckg0nHLqBDCM6Fb,1413.3
CFT97 - R54270: X - PO-8310,R54270: CFT97,Material Prep,recxrdd60Wo11TSXr,1406.7
CFT97 - R53815: X - PO-8310,R53815: CFT97,Material Prep,recD0VePeVcrh6pdO,1406.7
CFT97 - R53754: X - PO-8310,R53754: CFT97,Material Prep,recKQb5S1I1awCPz4,1403.3
CFT97 - R54280: X - PO-8310,R54280: CFT97,Material Prep,rec9k7hfMu0xU93AJ,1426.7
CFT97 - R53758: X - PO-8310,R53758: CFT97,Material Prep,recvWHgmPcDTXT2zj,1403.3
CFT97 - R53747: X - PO-8310,R53747: CFT97,Material Prep,recniq4sDPFoiXiMb,1406.7
CFT97 - R53762: X - PO-8310,R53762: CFT97,Material Prep,recL3saDhluPm0gWR,1426.7
CFT97 - R53787: X - PO-8310,R53787: CFT97,Material Prep,recFt6Yf2dcoQsmdz,1393.3
CFT97 - R54269: X - PO-8310,R54269: CFT97,Material Prep,recxMfuBG8f8yprLz,1396.7
CFT97 - R53751: X - PO-8310,R53751: CFT97,Material Prep,recM8iIsujFU9iJS7,1406.7
CFT97 - R53781: X - PO-8310,R53781: CFT97,Material Prep,recxIAu8da7Uhw71M,1413.3
CFT97 - R53752: X - PO-8310,R53752: CFT97,Material Prep,recmhl3bPGk5Mf4XX,1433.3
CFT97 - R53764: X - PO-8310,R53764: CFT97,Material Prep,recQJmWKAbkG5JtkH,1396.7
CFT97 - R54272: X - PO-8310,R54272: CFT97,Material Prep,recNTcj6UIK4EabzW,1400.0
CFT97 - R54271: X - PO-8310,R54271: CFT97,Material Prep,recYLjU7UdjWU11pr,1410.0
CFT97 - R53769: X - PO-8310,R53769: CFT97,Material Prep,rect8DkfyImBN3LN6,1400.0
CFT97 - R54276: X - PO-8310,R54276: CFT97,Material Prep,rec00650HPJmMKhaH,1403.3
CFT97 - R53797: X - PO-8310,R53797: CFT97,Material Prep,recsKR32SdhmbZt4e,1400.0
CFT97 - R54332: X - PO-8310,R54332: CFT97,Material Prep,recgQJcxeBda0oUIL,1400.0
CFT97 - R54268: X - PO-8310,R54268: CFT97,Scour: Wash,recpgyrbbSz91VocD,1723.3
CFTGR - R29666: X - ,R29666: CFTGR,Material Prep,recr0T20vLEb24goz,1720.0
CFTGR - R29673: X - ,R29673: CFTGR,Material Prep,recQ6WBk5tBVBUrcr,1760.0
CFTGR - R47957: X - Resonance Order : CFTGR,R47957: CFTGR,Material Prep,recMErDK9v5p2T0OA,1730.0
CFTGR - R29670: X - ,R29670: CFTGR,Material Prep,recl8xXdEQa1k6j4s,1750.0
CFTGR - R29672: X - ,R29672: CFTGR,Material Prep,rec87cVLzqDVAP9XS,1753.3
CFTGR - R29671: X - ,R29671: CFTGR,Material Prep,recPAi17RN0Sld41k,1740.0
CFTGR - R32141: X - ,R32141: CFTGR,Material Prep,reclcI7zs2CvW1a3q,1753.3
CFTGR - R44239: X - Resonance Order : CFTGR,R44239: CFTGR,Material Prep,recGP9ZLNBJB2ZytM,1746.7
CFTGR - R11576: X - Resonance Order : CFTGR,R11576: CFTGR,Material Prep,rec886xGttJWn5UxF,1740.0
CFTGR - R52979: X - Resonance Order : CFTGR,R52979: CFTGR,Material Prep,rec7TvDQyQDNuBy25,1736.7
CFTGR - R49765: X - Resonance Order : CFTGR,R49765: CFTGR,Material Prep,rec0GDJKie8D26r52,1676.7
CFTGR - R29667: X - ,R29667: CFTGR,Material Prep,recNaVdh0D0gPWapC,1563.3
CFTGR - R43729: X - Resonance Order : CFTGR,R43729: CFTGR,Material Prep,recApJwovSrclTZ8I,1600.0
CFTGR - R47511: X - Resonance Order : CFTGR,R47511: CFTGR,Material Prep,reckeCPbErxf1i1Lr,1590.0
CFTGR - R29668: X - ,R29668: CFTGR,Material Prep,recctjch2bOk1nIgK,1700.0
CFTGR - R47316: X - Resonance Order : CFTGR,R47316: CFTGR,Material Prep,rec2UZ4NG2aiMr9F9,1696.7
CFTGR - R47512: X - Resonance Order : CFTGR,R47512: CFTGR,Material Prep,recDHpYM8tl8ntG3G,1600.0
CFTGR - R42926: X - ,R42926: CFTGR,Material Prep,rec81kPUT0lCdo68B,1640.0
CFTGR - R42927: X - ,R42927: CFTGR,Material Prep,recdfCGk38nwpbGvY,1640.0
CFTGR - R47623: X - Resonance Order : CFTGR,R47623: CFTGR,Material Prep,rec5p293QkNx6WqQz,1596.7
CFTGR - R11577: X - Resonance Order : CFTGR,R11577: CFTGR,Material Prep,recRyjgrUSYr99sKb,1706.7
CFTGR - R52979: X - Resonance Order : CFTGR,R52979: CFTGR,Material Prep,recmUmwSgganhKcD9,1616.7
CFTGR - R53422: X - Resonance Order : CFTGR,R53422: CFTGR,Material Prep,rec74eyMFRYrG57h0,1610.0
CFTGR - R53835: X - Resonance Order : CFTGR,R53835: CFTGR,Material Prep,rec5WDcqbknJNRwCy,1596.7
CFTGR - R53833: X - Resonance Order : CFTGR,R53833: CFTGR,Scour: Wash,recWawCmTXmHNEzrj,1733.3
CFTGR - R53842: X - Resonance Order : CFTGR,R53842: CFTGR,Material Prep,recPUmyfb4efw2iZt,1570.0
CFTGR - R53832: X - Resonance Order : CFTGR,R53832: CFTGR,Material Prep,recasB9jjRHBWzwzu,1583.3
CFTGR - R53834: X - Resonance Order : CFTGR,R53834: CFTGR,Material Prep,recEtJpl6LuivdWSu,1625.0
CFTGR - R53900: X - ,R53900: CFTGR,Material Prep,recK9P1vpJvyGDh4g,1746.7
CFTGR - R53904: X - Resonance Order : CFTGR,R53904: CFTGR,Scour: Wash,rec7wZH32QYa89hBq,1593.3
CFTGR - R53836: X - Resonance Order : CFTGR,R53836: CFTGR,Material Prep,recLEg09HKijpu96x,1760.0
CFTGR - R53837: X - Resonance Order : CFTGR,R53837: CFTGR,Material Prep,recCiBMcV6AnO7dFR,1596.7
CFTGR - R53839: X - Resonance Order : CFTGR,R53839: CFTGR,Material Prep,recdzFmyt83YHIbWe,1756.7
CFTGR - R53831: X - Resonance Order : CFTGR,R53831: CFTGR,Material Prep,rec5p0tpXPC8NzRrq,1600.0
CFTGR - R53829: X - Resonance Order : CFTGR,R53829: CFTGR,Material Prep,rec8OhY2mLwzxsgjI,1723.3
CFTGR - R53840: X - Resonance Order : CFTGR,R53840: CFTGR,Material Prep,recBLJ6MWGrkaFIc4,1593.3
CFTGR - R53915: X - Resonance Order : CFTGR,R53915: CFTGR,Scour: Wash,recVmfLJEyD3jK6i4,1720.0
CFTGR - R53916: X - Resonance Order : CFTGR,R53916: CFTGR,Scour: Wash,recjXwtfCqO0fAvO6,1753.3
CFTGR - R53841: X - Resonance Order : CFTGR,R53841: CFTGR,Material Prep,reciE2sUcMYiIfU9F,1563.3
CFTGR - R53838: X - Resonance Order : CFTGR,R53838: CFTGR,Scour: Wash,recxphqv2M1rffhR7,1696.7
CFTGR - R53830: X - Resonance Order : CFTGR,R53830: CFTGR,Material Prep,recqXkIKBqjt7C3js,1553.3
CFTGR - R53857: X - ,R53857: CFTGR,Material Prep,recSJoaOzrzZLuBpF,1536.7
CFTGR - R53841: X - Resonance Order : CFTGR,R53841: CFTGR,Material Prep,recQKlOwh1qrrOSVR,1463.3
CFTGR - R53832: X - Resonance Order : CFTGR,R53832: CFTGR,Material Prep,recmKxhiU2ldpBAtt,1440.0
CFTGR - R53837: X - Resonance Order : CFTGR,R53837: CFTGR,Material Prep,recO45WU2pUZ6Iilj,1466.7
CFTGR - R53842: X - Resonance Order : CFTGR,R53842: CFTGR,Material Prep,recEIjgcHdZ9OKt5K,1433.3
CFTGR - R53834: X - Resonance Order : CFTGR,R53834: CFTGR,Material Prep,rechkrMKvDt3ykmde,1416.7
CFTGR - R53952: X - ,R53952: CFTGR,Material Prep,rect8m530TbZ9BVoJ,1746.7
